refid,year,pubmedid,pubmedcentralid,doi,uri
rid.17165,2010,20811637,PMC2928293,10.1371/journal.pone.0012397,
rid.17155,2014,25237016,PMC4172265,10.1128/genomeA.00853-14,
rid.17142,2016,26703868,,10.1099/ijsem.0.000861,
rid.17149,2016,26705145,,10.1099/ijsem.0.000868,
rid.17144,2016,26704271,,10.1099/ijsem.0.000863,
rid.17148,2016,26704987,,10.1099/ijsem.0.000867,
rid.17151,2016,26702614,,10.1099/ijsem.0.000870,
rid.17172,2008,,,,
rid.17174,2013,23599294,PMC3630405,10.1128/genomeA.00152-13,
rid.17170,2012,22913937,,,
rid.17176,2014,25047912,PMC4105404,10.1371/journal.pone.0102651,
rid.17171,2015,26564034,,10.1128/genomeA.01273-15,
rid.17169,2014,25103761,PMC4125772,10.1128/genomeA.00769-14,
rid.17168,2014,25301645,PMC4192377,10.1128/genomeA.00958-14,
rid.17178,2016,27010949,,10.1099/ijsem.0.000919,
rid.16833,2015,26358117,,10.1099/ijsem.0.000588,
rid.17197,2015,26330377,,10.1007/s00284-015-0899-2,
rid.16936,2015,26475309,,10.1099/ijsem.0.000677,
rid.16999,2011,21952544,PMC3187224,10.1128/JB.05854-11,
rid.17203,2016,26782963,,10.1099/ijsem.0.000903,
rid.17204,2016,26782749,,10.1099/ijsem.0.000902,
rid.17231,2015,26307029,,10.1007/s00284-015-0900-0,
rid.17237,2016,26843074,,10.1099/ijsem.0.000950,
rid.17225,2015,26443534,,10.1007/s00203-015-1157-5,
rid.17226,2015,26410293,,10.1007/s00203-015-1155-7,
rid.17232,2016,26542530,,10.1007/s00284-015-0930-7,
rid.17233,2016,26581526,,10.1007/s00284-015-0940-5,
rid.17234,2016,26607359,,10.1007/s00284-015-0945-0,
rid.17236,2016,26613616,,10.1007/s00284-015-0948-x,
rid.6498,1975,,,,
rid.6211,1974,,,,
rid.6205,1974,,,,
rid.7423,1911,,,,
rid.423,1925,,,,
rid.2850,1927,,,,
rid.4990,1974,,,,
rid.2931,1928,,,,
rid.17192,2015,26587357,PMC4647569,10.7717/peerj.1400,
rid.17167,2015,25792059,PMC4395053,10.1128/genomeA.00141-15,
rid.5055,1987,,,,
rid.7413,1838,,,,
rid.4290,1966,,,,
rid.5730,1974,,,,
rid.5774,2005,,,,
rid.4345,2005,,,,
rid.2519,1974,,,,
rid.1302,2005,,,,
rid.2946,1922,,,,
rid.1854,1969,,,,
rid.5747,1974,,,,
rid.4965,1974,,,,
rid.4901,1974,,,,
rid.3408,1923,,,,
rid.6397,1974,,,,
rid.6030,1925,,,,
rid.7570,2001,,,,
rid.2806,2005,,,,
rid.3278,1883,,,,
rid.5478,1974,,,,
rid.5143,1886,,,,
rid.6383,2005,,,,
rid.4302,1842,,,,
rid.3636,1953,,,,
rid.1310,1957,,,,
rid.6048,1957,,,,
rid.2917,1925,,,,
rid.7420,1900,,,,
rid.1304,2005,,,,
rid.7026,2001,,,,
rid.2723,1988,,,,
rid.2341,2005,,,,
rid.8927,2001,,,,
rid.807,1840,,,,
rid.5034,1845,,,,
rid.2219,1957,,,,
rid.4319,1889,,,,
rid.6008,1865,,,,
rid.5850,1974,,,,
rid.5891,1974,,,,
rid.5063,1853,,,,
rid.4621,1957,,,,
rid.110,1908,,,,
rid.2509,1974,,,,
rid.4991,1974,,,,
rid.4306,1957,,,,
rid.973,1877,,,,
rid.2851,1927,,,,
rid.6719,1950,,,,
rid.4293,2005,,,,
rid.5052,1895,,,,
rid.5030,1889,,,,
rid.5647,1974,,,,
rid.6204,1974,,,,
rid.4591,1899,,,,
rid.2516,1974,,,,
rid.3094,1981,,,10.1007/BF00405914,
rid.6579,1989,,,10.1099/00207713-39-1-1,
rid.2522,1974,,,,
rid.106,1911,,,,
rid.290,1992,,,10.1007/BF00245247,
rid.1850,1923,,,,
rid.6050,1944,,,,
rid.5505,1984,,,,
rid.2997,1921,,,,
rid.5497,1974,,,,
rid.4301,1910,,,,
rid.3051,2005,,,,
rid.2359,1942,,,,
rid.6524,1995,,,,
rid.2916,1948,,,,
rid.4994,1974,,,,
rid.3380,1953,13061751,,10.1099/00221287-8-3-475,
rid.5776,1988,,,10.1099/00207713-38-3-287,
rid.7421,1911,,,,
rid.8936,2005,16166695,,10.1099/ijs.0.63617-0,
rid.6526,1979,,,,
rid.2847,1948,,,,
rid.107,1878,,,,
rid.6036,1973,,,,
rid.5729,1974,,,,
rid.6209,1970,,,,
rid.4993,1974,,,,
rid.11,1925,,,,
rid.2512,1974,,,,
rid.519,1958,,,,
rid.97,1797,,,,
rid.5092,1948,,,,
rid.7694,1958,,,,
rid.4311,1868,,,,
rid.6012,1964,,,,
rid.5820,1974,,,,
rid.4743,1989,,,10.1099/00207713-39-4-485,
rid.1412,1991,,,10.1099/00207713-41-4-495,
rid.1103,1964,,,,
rid.6568,1943,,,,
rid.2221,1957,,,,
rid.7416,1918,,,,
rid.2974,1981,,,,
rid.3411,1953,,,,
rid.2992,1896,,,,
rid.7414,1889,,,,
rid.2879,1939,,,,
rid.7521,2005,,,,
rid.100,1937,,,,
rid.7544,2005,,,,
rid.3821,2005,15927420,,10.1016/j.femsle.2005.05.002,
rid.7711,2001,,,,
rid.2994,1880,,,,
rid.4829,1959,,,,
rid.2225,1957,,,,
rid.6934,1998,9542073,,10.1099/00207713-48-1-31,
rid.3621,1954,13130827,,10.1099/00221287-10-1-68,
rid.7706,1992,,,10.1099/00207713-42-1-199,
rid.6022,1962,,,,
rid.7703,1995,8590667,,10.1099/00207713-45-3-421,
rid.3870,2004,15545483,,10.1099/ijs.0.63186-0,
rid.734,2005,15879268,,10.1099/ijs.0.63567-0,
rid.3909,2007,17911291,,10.1099/ijs.0.64918-0,
rid.3301,1902,,,,
rid.2984,1934,,,,
rid.2504,1955,,,,http://dc.lib.unc.edu/cdm/ref/collection/jncas/id/2192
rid.3286,1874,,,,
rid.7715,1986,,,10.1099/00207713-36-3-473,
rid.7727,1933,,,,
rid.7728,2005,,,,
rid.7743,2001,,,,
rid.7758,1958,,,,
rid.7763,2005,,,,
rid.7766,2005,,,,
rid.7768,2005,,,,
rid.7733,2000,11075904,,,http://www.horizonpress.com/jmmb/v/v2/v2n4/02.pdf
rid.7789,1989,,,,
rid.3794,2004,16701519,,10.1016/j.anaerobe.2004.01.004,
rid.7751,1888,,,,
rid.7741,1991,,,10.1016/S0723-2020(11)80378-4,
rid.7760,1995,,,,
rid.7772,2005,,,,
rid.7778,2005,,,,
rid.8095,1955,,,,
rid.7800,2001,,,,
rid.7809,2005,,,,
rid.7810,1989,,,,
rid.538,1942,,,,
rid.7820,2000,10981829,,,
rid.7826,1938,,,,
rid.7839,2001,,,,
rid.7860,2005,,,,
rid.7853,2005,,,,
rid.7712,1918,16558803,PMC378768,,
rid.7216,1963,14058990,,10.1099/00221287-32-3-403,
rid.8919,1984,,,10.1099/00207713-34-3-346,
rid.7742,1978,,,10.1099/00207713-28-1-1,
rid.2544,2007,17978211,,10.1099/ijs.0.65066-0,
rid.7811,1999,10319502,,10.1099/00207713-49-2-779,
rid.1368,2002,11931159,,10.1099/ijs.0.01566-0,
rid.3603,2005,15653915,,10.1099/ijs.0.63071-0,
rid.7796,2006,17012547,,10.1099/ijs.0.64298-0,
rid.4612,2007,17473264,,10.1099/ijs.0.64798-0,
rid.7845,1985,,,,
rid.8921,1986,,,10.1016/S0723-2020(86)80072-8,
rid.404,1955,,,,
rid.3555,2000,10930072,,,
rid.4693,1999,,,,
rid.3477,2002,12375098,,10.1007/s00203-002-0454-y,
rid.3528,1974,4546707,,,
rid.1636,1990,2223606,,10.1099/00207713-40-2-138,
rid.3453,1990,2223610,,10.1099/00207713-40-2-160,
rid.6795,1990,2397193,,10.1099/00207713-40-3-254,
rid.4,1993,8494739,,10.1099/00207713-43-2-287,
rid.7100,1993,7684243,,10.1099/00207713-43-2-352,
rid.2670,1995,7727271,,10.1099/00207713-45-2-203,
rid.201,1995,8590674,,10.1099/00207713-45-3-467,
rid.7180,1997,9226909,,10.1099/00207713-47-3-763,
rid.7302,1998,9734024,,10.1099/00207713-48-3-701,
rid.7318,1998,9734052,,10.1099/00207713-48-3-957,
rid.7378,1999,10028247,,10.1099/00207713-49-1-51,
rid.7434,1999,10319512,,10.1099/00207713-49-2-867,
rid.479,2002,12013430,,10.1007/s007920100234,
rid.3447,1999,10425763,,10.1099/00207713-49-3-1053,
rid.7498,1999,10555360,,10.1099/00207713-49-4-1779,
rid.3745,2007,17267984,,10.1099/ijs.0.64690-0,
rid.3766,2007,17473248,,10.1099/ijs.0.64524-0,
rid.3034,1954,13197047,,,
rid.9306,1940,,,,
rid.4886,1983,,,,
rid.4356,1964,,,,
rid.118,1926,,,,
rid.5501,1983,,,,
rid.3269,1997,9399520,PMC230148,,
rid.2223,1999,10074542,PMC88665,,
rid.3354,2004,15583272,PMC535245,10.1128/JCM.42.12.5493-5501.2004,
rid.3223,2001,11491347,,10.1099/00207713-51-4-1463,
rid.3224,2001,11491358,,10.1099/00207713-51-4-1557,
rid.2740,2003,12656167,,10.1099/ijs.0.02226-0,
rid.2745,2001,11594596,,10.1099/00207713-51-5-1687,
rid.4857,1980,,,10.1099/00207713-30-1-77,
rid.3517,2001,11411682,,10.1099/00207713-51-3-1133,
rid.2792,2003,12656178,,10.1099/ijs.0.02368-0,
rid.4830,1950,,,,
rid.2795,2003,12710623,,10.1099/ijs.0.02228-0,
rid.3004,2003,13130013,,10.1099/ijs.0.02513-0,
rid.663,2004,15545445,,10.1099/ijs.0.63070-0,
rid.2486,2005,16014489,,10.1099/ijs.0.63654-0,
rid.2301,2005,16280525,,10.1099/ijs.0.63812-0,
rid.2583,2007,17766849,,10.1099/ijs.0.65395-0,
rid.5592,1981,,,,
rid.5362,1981,,,10.1016/S0721-9571(81)80024-5,
rid.910,1981,,,,
rid.1083,1993,,,,
rid.4455,2001,11411720,,10.1099/00207713-51-3-955,
rid.8092,2002,12508855,,10.1099/ijs.0.01996-0,
rid.6232,1986,,,10.1099/00207713-36-2-278,
rid.7247,1992,1374623,,10.1099/00207713-42-2-257,
rid.4452,2001,11411707,,10.1099/00207713-51-3-857,
rid.2103,2003,12710622,,10.1099/ijs.0.02227-0,
rid.7092,2003,12807193,,10.1099/ijs.0.02304-0,
rid.7261,2003,12807200,,10.1099/ijs.0.02366-0,
rid.7043,2003,13130004,,10.1099/ijs.0.02491-0,
rid.571,2004,14742465,,10.1099/ijs.0.02727-0,
rid.1569,2004,15023964,,10.1099/ijs.0.02786-0,
rid.1861,2004,15388736,,10.1099/ijs.0.02999-0,
rid.5537,2005,15653916,,10.1099/ijs.0.63348-0,
rid.4835,1928,,,,
rid.4756,1924,,,,
rid.8924,1983,,,10.1099/00207713-33-4-878,
rid.5508,2006,16403878,,10.1099/ijs.0.63969-0,
rid.1902,2006,16585707,,10.1099/ijs.0.63923-0,
rid.1583,2006,17012578,,10.1099/ijs.0.64389-0,
rid.1917,2007,17392183,,10.1099/ijs.0.64476-0,
rid.6875,2007,17392224,,10.1099/ijs.0.64849-0,
rid.6695,1985,,,10.1007/BF00414763,
rid.6893,2007,17043912,,10.1007/s10482-006-9102-x,
rid.6966,1966,,,,
rid.6541,1984,,,,
rid.4078,1963,,,,
rid.6977,1954,13218374,,,
rid.5224,2001,11403397,,10.1078/0723-2020-00001,
rid.5297,2004,15612622,,10.1078/0723202042369866,
rid.2532,1878,,,,
rid.6771,1948,18112227,,10.1111/j.1749-6632.1948.tb27262.x,
rid.5716,2000,10939652,,10.1099/00207713-50-4-1471,
rid.5257,2003,12734292,PMC154712,10.1128/JCM.41.5.2242-2246.2003,
rid.4542,2001,11491346,,10.1099/00207713-51-4-1457,
rid.5754,2002,11931146,,10.1099/00207713-52-2-383,
rid.4759,2003,12892125,,10.1099/ijs.0.02420-0,
rid.336,1967,,,10.1099/00207713-17-3-273,
rid.2884,1970,,,10.1099/00207713-20-3-325,
rid.1991,1976,,,10.1099/00207713-26-4-447,
rid.2873,1978,,,10.1099/00207713-28-4-561,
rid.1163,1981,,,10.1099/00207713-31-4-479,
rid.1349,1985,,,10.1099/00207713-35-2-206,
rid.2261,1987,,,10.1099/00207713-37-4-431,
rid.2722,1994,,,10.1099/00207713-44-2-230,
rid.4488,2001,11411686,,10.1099/00207713-51-3-1179,
rid.6859,2004,15023939,,10.1099/ijs.0.02754-0,
rid.5624,2006,16449456,,10.1099/ijs.0.64021-0,
rid.5678,2006,16514019,,10.1099/ijs.0.63877-0,
rid.2543,2007,17978205,,10.1099/ijs.0.65113-0,
rid.1674,1998,9818352,,10.1007/s002030050650,
rid.869,1924,,,,
rid.3933,2006,16404568,,10.1007/s00203-005-0081-5,
rid.3483,1996,8987719,,10.1111/j.1472-765X.1996.tb00207.x,
rid.3529,1991,1370024,,10.1111/j.1472-765X.1991.tb00514.x,
rid.3938,2006,17325447,,10.2323/jgam.52.339,
rid.4698,1930,,,,
rid.4072,1928,,,,
rid.3554,1999,10188278,,10.1016/S0723-2020(99)80027-7,
rid.4050,2001,11594601,,10.1099/00207713-51-5-1715,
rid.4065,2001,11594615,,10.1099/00207713-51-5-1825,
rid.4067,2001,11594619,,10.1099/00207713-51-5-1863,
rid.4069,2001,11760939,,10.1099/00207713-51-6-1987,
rid.4070,2001,11760941,,10.1099/00207713-51-6-2007,
rid.7069,2003,12710624,,10.1099/ijs.0.02182-0,
rid.3944,1982,,,10.1099/00207713-32-2-166,
rid.1459,1986,,,10.1099/00207713-36-1-20,
rid.3941,1987,,,10.1099/00207713-37-2-130,
rid.7,1990,2223604,,10.1099/00207713-40-2-123,
rid.7123,1991,1995033,,10.1099/00207713-41-1-21,
rid.2807,1993,7694633,,10.1099/00207713-43-4-631,
rid.1765,1995,7547289,,10.1099/00207713-45-4-706,
rid.7178,1997,9226908,,10.1099/00207713-47-3-754,
rid.7227,1997,9336931,,10.1099/00207713-47-4-1212,
rid.7429,1999,10319496,,10.1099/00207713-49-2-729,
rid.4832,1934,,,,
rid.4786,1952,,,,
rid.4045,2001,11491330,,10.1099/00207713-51-4-1335,
rid.544,2003,14657126,,10.1099/ijs.0.02640-0,
rid.3912,2007,17978209,,10.1099/ijs.0.65189-0,
rid.4092,2000,10711596,,,
rid.4088,1952,13034367,,,
rid.4091,1965,14345688,,,
rid.4131,2000,11315676,,,
rid.4133,1975,125847,,,
rid.4157,1955,,,,
rid.4148,1957,,,,
rid.4178,1968,4880321,,,
rid.4203,1983,,,,
rid.4594,1972,,,,
rid.4344,1993,,,,
rid.4348,1927,,,,
rid.4361,1995,,,,
rid.4596,1996,,,,
rid.4588,1905,,,,
rid.4619,1895,,,,
rid.4189,2000,10826794,,10.1099/00207713-50-1-119,
rid.4191,2000,10826797,,10.1099/00207713-50-1-141,
rid.4192,2000,10826798,,10.1099/00207713-50-1-145,
rid.4386,2000,11034502,,10.1099/00207713-50-5-1899,
rid.4193,2000,10826801,,10.1099/00207713-50-1-171,
rid.4195,2000,10826790,,10.1099/00207713-50-1-83,
rid.3940,1992,,,10.1099/00207713-42-4-582,
rid.4174,2003,12892134,,10.1099/ijs.0.02564-0,
rid.4049,2001,11594598,,10.1099/00207713-51-5-1699,
rid.4071,2001,11760946,,10.1099/00207713-51-6-2049,
rid.4097,1979,,,10.1099/00207713-29-4-361,
rid.4052,1986,,,10.1099/00207713-36-1-13,
rid.5164,1992,1736967,,10.1099/00207713-42-1-191,
rid.4046,2001,11491343,,10.1099/00207713-51-4-1437,
rid.4842,1956,,,,
rid.4177,2003,12892136,,10.1099/ijs.0.02359-0,
rid.4376,2007,17220441,,10.1099/ijs.0.64246-0,
rid.4592,1966,,,,
rid.4581,1938,,,,
rid.4346,1992,1378035,,10.1111/j.1574-6968.1992.tb05209.x,
rid.4614,1996,,,,
rid.4616,1941,,,,
rid.4676,1989,,,,
rid.4584,1956,,,,
rid.4625,1984,,,10.1007/BF02010940,
rid.4620,1956,,,,
rid.4657,1979,,,,
rid.4668,2000,,,,
rid.528,1990,,,,
rid.4673,1984,,,,
rid.4678,1997,,,,
rid.4713,1932,,,,
rid.4198,2005,15997703,,10.1016/j.syapm.2005.01.001,
rid.4427,1920,,,,
rid.4628,1995,,,,
rid.4702,1969,5373746,,,
rid.4710,1940,,,,
rid.4199,2002,12086188,,10.1078/0723-2020-00096,
rid.4788,1936,,,,
rid.4792,1942,,,,
rid.4787,1921,,,,
rid.4793,1957,,,,
rid.4797,1967,,,,
rid.4878,1917,,,,
rid.4736,1969,,,,
rid.4209,2000,10826813,,10.1099/00207713-50-1-265,
rid.4213,2000,10826817,,10.1099/00207713-50-1-303,
rid.4216,2000,10826822,,10.1099/00207713-50-1-347,
rid.2267,1986,,,10.1099/00207713-36-3-435,
rid.4695,1988,,,,
rid.4827,1884,,,,
rid.4841,1873,,,,
rid.4836,1930,,,,
rid.4883,1916,,,,
rid.4928,1988,,,,
rid.4221,2007,16876366,,10.1016/j.syapm.2006.06.003,
rid.4914,1986,,,,
rid.4699,1962,14461047,,,
rid.4848,1956,,,,
rid.4851,1948,,,,
rid.4853,1950,,,,
rid.4846,1904,,,,
rid.4880,1960,,,,
rid.4884,1939,,,,
rid.4849,1958,,,,
rid.4219,2001,11822669,,10.1078/0723-2020-00044,
rid.4931,1991,,,,
rid.4933,1993,,,,
rid.4937,1997,,,,
rid.4796,1967,,,,
rid.4967,1983,,,,
rid.4225,2000,10758851,,10.1099/00207713-50-2-489,
rid.4228,2000,10826819,,10.1099/00207713-50-1-321,
rid.8270,2009,19244447,,10.1099/ijs.0.65780-0,
rid.5013,1984,,,,
rid.5015,1986,,,,
rid.5016,1984,,,,
rid.5017,1985,,,,
rid.4932,1985,,,10.1016/S0723-2020(85)80051-5,
rid.4844,1961,,,,
rid.4794,1962,,,,http://iss.ndl.go.jp/books/R000000004-I9245788-00
rid.4837,1955,14357545,PMC2024510,,
rid.5014,1984,,,10.1016/S0723-2020(84)80023-5,
rid.4887,1984,,,10.1016/S0723-2020(84)80050-8,
rid.4915,1986,,,10.1016/S0723-2020(86)80078-9,
rid.5086,1996,,,,
rid.5020,1984,,,,
rid.5021,1983,,,,
rid.5023,1988,,,,
rid.5378,1984,,,,
rid.5028,1988,,,,
rid.5029,1983,,,,
rid.5031,1985,,,,
rid.5036,1987,,,,
rid.5037,1988,,,,
rid.5039,1989,,,,
rid.4707,1948,,,,
rid.5042,1991,,,,
rid.5047,1986,,,,
rid.5050,1991,,,,
rid.5054,1989,,,,
rid.5059,1994,,,,
rid.5060,1994,,,,
rid.5061,1993,,,,
rid.5065,1990,,,,
rid.5067,1989,,,,
rid.4233,2000,10758868,,10.1099/00207713-50-2-623,
rid.4234,2000,10758869,,10.1099/00207713-50-2-633,
rid.4236,2000,10758873,,10.1099/00207713-50-2-661,
rid.5068,1989,,,,
rid.5070,1992,,,,
rid.5071,1990,,,,
rid.5072,1989,,,,
rid.5073,1989,,,,
rid.5074,1987,,,,
rid.5025,1983,23194812,,10.1016/S0723-2020(83)80012-5,
rid.5066,1989,,,10.1016/S0723-2020(89)80073-6,
rid.5080,1994,,,,
rid.5081,1995,,,,
rid.884,1959,,,,
rid.5140,1997,,,,
rid.5141,1997,,,,
rid.4268,1971,5168878,,,
rid.5159,1955,,,,
rid.5182,1913,,,,
rid.5428,1964,,,,
rid.4242,2000,10758888,,10.1099/00207713-50-2-771,
rid.4249,2000,10758848,,10.1099/00207713-50-2-459,
rid.4250,2000,10758854,,10.1099/00207713-50-2-511,
rid.4251,2000,10758862,,10.1099/00207713-50-2-565,
rid.4255,2000,10758883,,10.1099/00207713-50-2-735,
rid.4314,2000,10843033,,10.1099/00207713-50-3-955,
rid.4257,2000,10758895,,10.1099/00207713-50-2-835,
rid.5139,1997,,,10.1016/S0723-2020(97)80005-7,
rid.2520,1974,,,,
rid.4254,2000,10758881,,10.1099/00207713-50-2-721,
rid.5527,1983,,,10.1099/00221287-129-9-2847,
rid.5361,1989,,,10.2323/jgam.35.185,
rid.5196,1899,,,,
rid.5310,1942,,,,
rid.5315,1930,,,,
rid.5373,1992,,,,
rid.5379,1982,,,,
rid.5447,1823,,,,
rid.5493,1935,,,,
rid.5526,1971,,,,
rid.5415,1984,,,10.2323/jgam.30.297,
rid.5359,1984,,,10.2323/jgam.30.449,
rid.5085,1996,,,10.1016/S0723-2020(96)80009-9,
rid.5555,1963,,,,
rid.5564,1984,,,,
rid.5503,1842,,,,
rid.5550,1854,,,,
rid.5467,1945,,,,
rid.5486,1901,,,,
rid.5487,1905,,,,
rid.4326,2000,10843037,,10.1099/00207713-50-3-993,
rid.4327,2000,10843051,,10.1099/00207713-50-3-1103,
rid.4325,2000,10843057,,10.1099/00207713-50-3-1151,
rid.4331,2000,10843068,,10.1099/00207713-50-3-1239,
rid.4332,2000,10843069,,10.1099/00207713-50-3-1247,
rid.4341,2006,16403869,,10.1099/ijs.0.63735-0,
rid.4334,2000,10939648,,10.1099/00207713-50-4-1441,
rid.8901,1987,,,10.1099/00207713-37-2-172,
rid.8905,1989,,,10.1099/00207713-39-4-498,
rid.4316,2000,10843035,,10.1099/00207713-50-3-979,
rid.4342,2006,16403871,,10.1099/ijs.0.63789-0,
rid.4339,2006,16403874,,10.1099/ijs.0.63728-0,
rid.5507,2006,16403877,,10.1099/ijs.0.63887-0,
rid.4354,2006,17012567,,10.1099/ijs.0.64275-0,
rid.4362,1979,530132,,,
rid.1969,1995,,,,
rid.5682,1979,,,,
rid.4409,2000,11155973,,10.1099/00207713-50-6-2001,
rid.4382,2000,11155983,,10.1099/00207713-50-6-2083,
rid.4402,2000,11155975,,10.1099/00207713-50-6-2013,
rid.4411,2000,11155996,,10.1099/00207713-50-6-2189,
rid.4412,2000,11155999,,10.1099/00207713-50-6-2225,
rid.4389,2001,11321091,,10.1099/00207713-51-2-457,
rid.4405,2000,11155984,,10.1099/00207713-50-6-2093,
rid.4385,2000,11034498,,10.1099/00207713-50-5-1869,
rid.4406,2000,11034504,,10.1099/00207713-50-5-1909,
rid.4410,2000,11155994,,10.1099/00207713-50-6-2173,
rid.4390,2000,11155968,,10.1099/00207713-50-6-1957,
rid.4367,2006,17082413,,10.1099/ijs.0.64548-0,
rid.4384,2000,11034497,,10.1099/00207713-50-5-1861,
rid.4355,2006,17158969,,10.1099/ijs.0.63610-0,
rid.4364,2006,17158970,,10.1099/ijs.0.64398-0,
rid.4363,2006,17158975,,10.1099/ijs.0.64508-0,
rid.4365,2006,17158980,,10.1099/ijs.0.64373-0,
rid.4366,2006,17158992,,10.1099/ijs.0.64413-0,
rid.4375,2006,17159001,,10.1099/ijs.0.64504-0,
rid.4369,2007,17220436,,10.1099/ijs.0.64566-0,
rid.4368,2007,17220448,,10.1099/ijs.0.64270-0,
rid.4377,2007,17220455,,10.1099/ijs.0.64612-0,
rid.4378,2007,17220457,,10.1099/ijs.0.64533-0,
rid.667,1987,,,10.1099/00207713-37-1-69,
rid.4799,1942,,,,
rid.4790,1954,,,,
rid.4834,1938,,,,
rid.4618,1951,,,,
rid.4831,1926,,,,
rid.4840,1970,,,,
rid.4415,2001,11211274,,10.1099/00207713-51-1-61,
rid.4416,2001,11211276,,10.1099/00207713-51-1-73,
rid.4418,2001,11211246,,10.1099/00207713-51-1-105,
rid.4420,2001,11211250,,10.1099/00207713-51-1-133,
rid.6515,2001,,,,
rid.5895,1974,,,,
rid.4421,2001,11321072,,10.1099/00207713-51-2-281,
rid.4422,2001,11321073,,10.1099/00207713-51-2-293,
rid.4428,2001,11321076,,10.1099/00207713-51-2-319,
rid.4431,2001,11321081,,10.1099/00207713-51-2-365,
rid.4432,2001,11321085,,10.1099/00207713-51-2-401,
rid.4434,2001,11321087,,10.1099/00207713-51-2-413,
rid.4442,2001,11321093,,10.1099/00207713-51-2-475,
rid.4433,2001,11321086,,10.1099/00207713-51-2-409,
rid.4440,2001,11321104,,10.1099/00207713-51-2-581,
rid.4441,2001,11321105,,10.1099/00207713-51-2-589,
rid.4424,2005,16014494,,10.1099/ijs.0.63605-0,
rid.4448,2007,17267968,,10.1099/ijs.0.64637-0,
rid.4438,2001,11321102,,10.1099/00207713-51-2-559,
rid.4414,2001,11211270,,10.1099/00207713-51-1-39,
rid.406,1958,,,,
rid.808,1950,,,,
rid.4881,1913,,,,
rid.5534,1980,,,,
rid.814,1904,,,,
rid.828,1983,,,,
rid.830,1988,,,,
rid.833,1988,,,,
rid.834,1987,,,,
rid.835,1987,,,,
rid.836,1986,,,,
rid.458,1981,,,,
rid.841,1963,,,,
rid.877,1992,,,,
rid.906,1953,,,,
rid.861,1892,,,,
rid.868,1962,,,,
rid.850,1944,,,,
rid.946,1957,,,,
rid.994,1983,,,,
rid.1247,1969,,,,
rid.4446,2001,11321110,,10.1099/00207713-51-2-645,
rid.4447,2001,11321111,,10.1099/00207713-51-2-651,
rid.4453,2001,11411713,,10.1099/00207713-51-3-905,
rid.4462,2001,11411714,,10.1099/00207713-51-3-909,
rid.4458,2001,11411724,,10.1099/00207713-51-3-977,
rid.6079,2006,16902037,,10.1099/ijs.0.64046-0,
rid.4463,2001,11411717,,10.1099/00207713-51-3-933,
rid.4460,2001,11411726,,10.1099/00207713-51-3-999,
rid.4457,2001,11411723,,10.1099/00207713-51-3-971,
rid.8904,1989,,,10.1099/00207713-39-2-207,
rid.4445,2001,11321107,,10.1099/00207713-51-2-611,
rid.4449,2007,17267979,,10.1099/ijs.0.64441-0,
rid.997,1984,,,,
rid.976,1934,,,,
rid.1005,1993,,,,
rid.1006,1993,,,,
rid.1019,1984,,,,
rid.1018,1995,,,,
rid.9394,1960,,,,
rid.1024,1997,,,,
rid.967,1949,,,,
rid.1025,1997,,,,
rid.1027,1997,,,,
rid.1003,1992,,,10.1016/S0723-2020(11)80211-0,
rid.999,1987,,,10.1016/S0723-2020(87)80028-0,
rid.1014,1991,,,10.1016/S0723-2020(11)80361-9,
rid.1035,1992,,,10.1016/S0723-2020(11)80112-8,
rid.1028,1988,,,10.1016/S0723-2020(88)80043-2,
rid.1038,1983,,,,
rid.1040,1983,,,,
rid.1046,1983,,,,
rid.1048,1984,,,,
rid.1060,1985,,,,
rid.1062,1987,,,,
rid.1064,1988,,,,
rid.1066,1991,,,,
rid.1067,1991,,,,
rid.1068,1989,,,,
rid.1069,1988,,,,
rid.1071,1991,,,,
rid.1072,1987,,,,
rid.1074,1990,,,,
rid.965,1939,,,,
rid.1079,1987,,,,
rid.1082,1988,,,,
rid.1084,1959,,,,
rid.1101,1988,,,,
rid.1128,1995,,,,
rid.1130,1996,,,,
rid.1131,1997,,,,
rid.1132,1996,,,,
rid.1134,1997,,,,
rid.1135,1996,,,,
rid.1140,1997,,,,
rid.1124,2006,16445756,,10.1111/j.1574-6968.2005.00033.x,
rid.1137,1996,,,10.1016/S0723-2020(96)80036-1,
rid.4485,2001,11411680,,10.1099/00207713-51-3-1119,
rid.4486,2001,11411684,,10.1099/00207713-51-3-1151,
rid.4347,2001,,,,
rid.1094,1990,,,10.1016/S0723-2020(11)80162-1,
rid.4489,2001,11491320,,10.1099/00207713-51-4-1245,
rid.4467,2004,15388718,,10.1099/ijs.0.02742-0,
rid.8916,1999,,,10.1099/00207713-49-2-931,
rid.4483,2001,11411674,,10.1099/00207713-51-3-1059,
rid.4468,2004,15388753,,10.1099/ijs.0.63170-0,
rid.4479,2005,15653856,,10.1099/ijs.0.63083-0,
rid.4472,2005,16166672,,10.1099/ijs.0.63213-0,
rid.4520,2006,16403888,,10.1099/ijs.0.63829-0,
rid.8892,1987,,,10.1099/00207713-37-1-85,
rid.6351,1977,,,,
rid.6366,1980,,,,
rid.6395,1979,,,,
rid.1182,1880,,,,
rid.1164,1992,,,,
rid.1178,1972,,,,
rid.6555,1929,,,,
rid.4504,2001,11411685,,10.1099/00207713-51-3-1171,
